,MarketName,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,Longitude,Latitude,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Region,Median Age,Population,Poverty Count,Household Income,Per Capita Income,Yelp Results,Yelp Price,Yelp Rating
7018,San Bernardino Farmers Market,San Bernardino,San Bernardino,California,92413,,,,,,,,,-117.305,34.136,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,,,,,,,,
7019,San Bruno Farmers' Market,San Bruno,San Mateo,California,94066,May to November,sun:9:00 AM - 1:00 PM;,,,,,,,-122.4188443,37.6358529,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,6/14/2012 11:30:20 AM,West,38.5,41636.0,2715.0,78911.0,35342.0,,,
7020,San Carlos CFM,San Carlos,San Mateo County,California,94070,,,,,,,,,-122.259,37.5043,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,West,42.0,29531.0,1285.0,117679.0,59527.0,,,
7021,San Clemente Village Farmers Market,San Clemente,Orange,California,92672,,,,,,,,,-72.7301,41.7556,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,41.2,35224.0,3520.0,75681.0,42606.0,,,
7022,San Deigo Barrio Marketplace Certified Farmers Market,San Diego,San Diego,California,92102,,,,,,,,,-117.143,32.7106,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12/15/2011 3:53:10 PM,West,30.1,43853.0,12227.0,40557.0,18995.0,,,
7023,San Diego East Village Farmers Market,San Diego,San Diego,California,92101,,,,,,,,,-116.733,33.0358,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12/15/2011 3:59:33 PM,West,35.7,35914.0,7810.0,52550.0,46294.0,,,
7024,San Diego Gaslamp Third Avenue Certified Farmers Market and Asian Bazar,San Diego,San Diego,California,92101,,,,,,,,,-119.601,37.2417,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12/15/2011 3:34:33 PM,West,35.7,35914.0,7810.0,52550.0,46294.0,,,
7025,San Diego Little Italy Mercato,San Diego,San Diego,California,92101,01/01/2016 to 12/31/2016,Sat: 8:00 AM-2:00 PM;,,,,,,,-117.16755790000002,32.7219312,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,7/13/2016 3:15:49 PM,West,35.7,35914.0,7810.0,52550.0,46294.0,,,
7026,San Diego Mira Mesa Farmers Market,San Diego,San Diego,California,92126,,,,,,,,,-119.601,37.2417,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12/15/2011 3:40:04 PM,West,33.2,77860.0,6141.0,81505.0,30040.0,,,
7027,San Diego Tu Mercado Certified Farmers Market,San Diego,,California,92110,,,,,,,,,-117.187,32.772,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,31.9,27444.0,2867.0,59719.0,31243.0,,,
7028,San Dimas CFM,San Dimas ,Los Angeles,California,91773,04/02/2014 to 09/03/2014,Wed: 4:00 PM-8:30 PM;,,,,,,,-117.80419,34.107749,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,3/14/2014 12:15:45 PM,West,42.0,33441.0,2167.0,78509.0,35084.0,,,
7029,San Francisco Cannery Farmers Market,San Francisco,San Francisco,California,94133,,,,,,,,,-122.419,37.8078,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,40.4,27970.0,5189.0,50485.0,45147.0,,,
7030,San Francisco Certified Alemany Farmers Market,San Francisco,San Francisco,California,94110,01/01/2018 to 12/31/2018,Sat: 5:00 AM-3:00 PM;,,,,,,,-122.4085979,37.7373447,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,7/26/2018 5:29:47 PM,West,36.0,72128.0,9952.0,82111.0,46951.0,,,
7031,San Francisco Certified Farmers' Market at Crocker Galleria,San Francisco,San Francisco,California,94104,01/01/2016 to 12/31/2016,Thu: 11:00 AM-3:00 PM;,,,,,,,-122.402784,37.789216,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,7/20/2016 5:30:25 PM,West,55.1,211.0,37.0,48750.0,84811.0,,,
7032,San Francisco Farmers Market Parkmerced,San Francisco,San Mateo,California,91132,,,,,,,,,-122.427,37.6555,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,,,,,,,,
7033,San Francisco Fillmore Certified Farmers' Market,San Francisco ,San Francisco,California,94115,01/01/2015 to 12/31/2015,Sat: 9:00 AM-1:00 PM;,,,,,,,-122.4327477,37.7833115,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,7/23/2015 4:37:56 PM,West,37.7,33782.0,5048.0,76952.0,67897.0,,,
7034,San Gabriel CFM (Thursday Summer Evenings),San Gabriel ,Los Angeles,California,91776,04/03/2014 to 09/25/2014,Thu: 4:00 PM-8:00 PM;,,,,,,,-118.10654,34.084723,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,3/14/2014 11:54:11 AM,West,41.3,37246.0,5910.0,47368.0,21368.0,,,
7035,San Geronimo Valley Farmers Market,Forest Knolls,Marin,California,94933,,,,,,,,,-122.671,38.0154,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,37.4,1078.0,75.0,69271.0,36665.0,,,
7036,San Jacinto Valley Certified Farmers' Market ,San Jacinto,,California,92544,,,,,,,,,-116.959,33.759,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,West,35.6,45256.0,8912.0,43726.0,20615.0,,,
7037,San Jose City Hall FM,San Jose,Santa Clara,California,95112,,,,,,,,,-121.885,37.3363,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,West,30.5,55481.0,12480.0,48370.0,26241.0,,,
7038,San Jose Evergreen Farmers Market,Fremont,Alameda,California,94538,,,,,,,,,-121.779,37.3153,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,34.9,61784.0,3839.0,85945.0,34237.0,,,
7039,San Leandro Certified Farmers' Market at Bayfair Center,San Leandro,Alameda,California,95678,01/01/2016 to 12/31/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-122.125166,37.702082,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,7/20/2016 5:32:33 PM,West,32.7,42606.0,4496.0,60513.0,29453.0,,,
7040,San Lorenzo FM,San Lorenzo,Alameda,California,94580,,,,,,,,,-122.127,37.6794,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/27/2013 1:09:53 PM,West,36.3,28701.0,2403.0,71098.0,25334.0,,,
7041,San Luis Obispo Certified Farmers' Market ,San Luis Obispo ,San Luis Obispo,California,93401,01/01/2015 to 12/31/2015,Sun: 10:00 AM-1:00 PM;,,,,,,,-120.67078,35.247382,Y,N,N,N,N,-,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,3/10/2015 7:14:30 PM,West,31.0,28571.0,6203.0,52730.0,31608.0,,,
7042,San Marcos Certified Farmers' Market,San Marcos ,San Diego,California,92078,01/01/2016 to 12/31/2016,Sun: 11:00 AM-3:00 PM;,,,,,,,-117.190931,33.135686,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,6/27/2016 3:20:26 PM,West,37.3,44007.0,6199.0,54441.0,28802.0,,,
7043,San Mateo @ 25th Ave. Certified Farmers' Market,San Mateo,San Mateo,California,94403,05/05/2015 to 10/13/2015,Tue: 4:00 PM-7:30 PM;,,,,,,,-122.309607,37.543848,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/23/2015 11:46:14 AM,West,40.3,39720.0,1815.0,90764.0,46432.0,,,
7044,San Mateo Event Center CFM,San Mateo,San Mateo County,California,94403,,,,,,,,,-122.303,37.546,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,West,40.3,39720.0,1815.0,90764.0,46432.0,,,
7045,San Miguel Farmers Market,Paso Robles,San Luis Obispo,California,93446,,,,,,,,,-120.697,35.7477,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,39.4,43356.0,4600.0,62529.0,32632.0,,,
7046,San Pablo Farmers' Market,San Pablo ,Contra Costa,California,94806,06/06/2015 to 09/26/2015,Sat: 10:00 AM-2:00 PM;,,,,,,,-122.3411614,37.9586052,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/14/2015 11:45:06 AM,West,33.7,59720.0,10159.0,52976.0,22112.0,,,
7047,San Rafael Downtown Farmers Market,San Rafael,Marin,California,94903,04/13/2017 to 09/28/2017,Thu: 6:00 PM-9:00 PM;,,,,,,,-122.5294769,37.9732654,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,5/1/2017 5:13:56 PM,West,46.4,30411.0,1931.0,88646.0,48387.0,,,
7048,San Ramon Farmers Market ,San Ramon,,California,94583,,,,,,,,,-121.961,37.7636,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,West,39.6,34937.0,961.0,119623.0,49034.0,,,
7049,Sanger Farmers' Market & Street Faire,Sanger,Fresno,California,93657,09/06/2014 to 09/27/2014,Sat: 5:00 PM-9:00 PM;,,,,,,,-119.557378,36.70633400000001,N,Y,Y,Y,N,-,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/31/2014 6:49:04 PM,West,32.6,35768.0,7765.0,47781.0,18992.0,,,
7050,Santa  Rosa Original Certified Farmers Market,Santa Rosa,Sonoma,California,95403,01/01/2013 to 12/31/2013,Wed: 8:30 AM-12:00 PM;Sat: 8:30 AM-1:00 PM;,,,,,,,-122.7144314,38.4404674,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,3/13/2014 4:29:10 PM,West,37.5,44914.0,5325.0,60394.0,30809.0,,,
7051,Santa Barbara Farmers Market,Santa Barbara,Santa Barbara,California,93103,January to December,Sat:8:30 am - 1:00 pm;,,,,,,,-119.695,34.4199,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/14/2012 4:29:04 PM,West,35.1,20607.0,3019.0,67053.0,34673.0,,,
7052,Santa Barbara Farmers Market,Santa Barbara,Santa Barbara,California,93103,January to December,Tue:4:00 pm - 7:30 pm;,,,,,,,-119.697,34.4177,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/14/2012 4:29:04 PM,West,35.1,20607.0,3019.0,67053.0,34673.0,,,
7053,Santa Barbara Farmers Market,Goleta,Santa Barbara,California,93105,January to December,sun:10:00 am - 2:00 pm;,,,,,,,-119.872,34.4293,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/14/2012 4:29:04 PM,West,47.9,24379.0,2075.0,81035.0,50397.0,,,
7054,Santa Barbara La Cumbre Farmers Market,Santa Barbara,Santa Barbara,California,93101,,,,,,,,,-119.747,34.4378,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,31.2,32523.0,6041.0,55042.0,27139.0,,,
7055,Santa Clara Farmers' Market,Santa Clara,Santa Clara,California,95050,January to December,Sat:9:00 AM - 1:00 PM;,,,,,,,-121.9464195,37.3479946,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/1/2012 5:58:44 PM,West,34.2,37057.0,4588.0,67630.0,34522.0,,,
7056,Santa Clara Valley Medical Center Farmers' Market,San Jose,Santa Clara,California,95128,05/13/2015 to 11/04/2015,Wed: 10:00 AM-2:00 PM;,,,,,,,-121.9328811,37.3128688,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/20/2015 2:55:08 PM,West,36.0,35898.0,5358.0,66533.0,37626.0,,,
7057,Santa Clarita Certified Farmers' Market,Santa Clarita,Ventura,California,91355,01/01/2013 to 12/31/2013,Sun: 8:30 AM-12:00 PM;,,,,,,,-119.050939,34.245836,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,4/4/2014 11:08:24 AM,West,38.1,32282.0,2063.0,88415.0,41681.0,,,
7058,Santa Maria CFM,Santa Maria,Santa Barbara,California,93444,,,,,,,,,-118.081,33.9039,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,39.2,19712.0,2058.0,61751.0,28085.0,,,
7059,Santa Monica Farmers Market - Saturday Downtown,Santa Monica ,Los Angeles,California,90401,01/01/2017 to 12/31/2017,Sat: 8:00 AM-1:00 PM;,,,,,,,-118.49763090000002,34.017045,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,6/20/2017 1:10:29 PM,West,40.0,6821.0,894.0,62794.0,56695.0,,,
7060,Santa Monica Farmers Market - Sunday Main Street,Santa Monica,Los Angeles,California,90405,01/01/2016 to 12/31/2016,Sun: 8:30 AM-1:30 PM;,,,,,,,-118.483333,34.001456299999994,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,7/7/2016 4:07:26 PM,West,40.1,28560.0,3361.0,75717.0,53431.0,,,
7061,Santa Monica Pico,Santa Monica ,Los Angeles,California,90404,01/01/2017 to 12/31/2017,Sat: 8:00 AM-1:00 PM;,,,,,,,-118.4681932,34.0213001,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,6/20/2017 1:23:42 PM,West,37.9,20807.0,3117.0,59695.0,37653.0,,,
7062,Santa Paula CFM,Santa Paula,Ventura,California,93013,,,,,,,,,-119.106,34.3817,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,42.4,16156.0,1097.0,69766.0,38113.0,,,
7063,Santa Rosa Community Farmers Market at the Veterans Building,Santa Rosa ,Sonoma,California,95404,01/01/2017 to 12/31/2017,Wed: 9:00 AM-1:00 PM;Sat: 8:30 AM-1:00 PM;,,,,,,,-122.700553,38.434143,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,7/8/2017 11:47:14 AM,West,39.4,39988.0,4568.0,66366.0,36603.0,,,
7064,Santa Rosa Downtown Market (Wednesday Night Market),Santa Rosa,Sonoma,California,95404,05/02/2018 to 08/22/2018,Wed: 5:00 AM-8:30 PM;,,,,,,,-122.71359,38.4406777,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,7/28/2018 5:47:25 PM,West,39.4,39988.0,4568.0,66366.0,36603.0,,,
7065,Santa Rosa Oakmont CFM,Santa Rosa,Sonoma,California,95409,,,,,,,,,-122.607,38.4414,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,49.0,26055.0,2341.0,66567.0,37927.0,,,
7066,Santa Teresa Farmers' Market,San Jose,Santa Clara,California,95119,01/01/2015 to 12/31/2015,Sat: 10:00 AM-2:00 PM;,,,,,,,-121.8010961,37.2370797,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,7/20/2015 2:09:08 PM,West,37.8,10291.0,778.0,109745.0,36007.0,,,
7067,Santee Certified Farmer's Market,Santee,San Diego,California,92071,01/01/2013 to 12/31/2013,Wed: 3:00 PM-;,,,,,,,-116.999234,32.852133,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,4/22/2014 4:08:20 PM,West,36.8,54469.0,4041.0,71100.0,29358.0,,,
7068,Saratoga Certified Farmers' Market,Saratoga,Santa Clara,California,95070,01/01/2016 to 12/31/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-122.011452,37.264228,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,7/20/2016 5:40:58 PM,West,47.8,30923.0,1212.0,158655.0,76429.0,,,
7069,Sausalito CFM,Sausalito,Marin,California,94949,,,,,,,,,-122.481,37.8573,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,43.6,16895.0,1709.0,77308.0,48567.0,,,
7070,Scotts Valley Farmers Market,Scotts Valley,Santa Cruz,California,95066,04/05/2014 to 11/22/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-122.028204,37.050323,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,6/6/2014 12:56:02 PM,West,40.7,14993.0,583.0,106519.0,45253.0,,,
7071,Scripps Ranch Farmers Market & Family Festival,San Diego,San Diego,California,92131,01/01/2015 to 12/31/2015,Sat: 9:00 AM-1:30 PM;,,,,,,,-117.095507,32.935538,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,7/29/2015 12:09:29 PM,West,39.5,33672.0,1139.0,124099.0,51824.0,,,
7072,Sebastopol CFM,Sebastopol,Sonoma,California,95472,,,,,,,,,-122.842,38.3961,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,50.3,29381.0,2675.0,68223.0,40149.0,,,
7073,Second Street Plaza Farmers' Market,San Francisco,San Francisco,California,94107,June to October,Wed:10:00 AM - 2:00 PM;,,,,,,,-122.395785,37.785046,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/19/2012 10:25:27 AM,West,36.4,27856.0,3139.0,114439.0,71298.0,,,
7074,Selma Farmers Market,Selma,Fresno,California,93662,,,,,,,,,-119.612,36.5687,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,31.6,30340.0,7011.0,43790.0,16791.0,,,
7075,Shasta Growers Association Certified Farmers Markets/Anderson Market,Anderson,Shasta,California,96007,05/21/2015 to 10/29/2015,Thu: 7:30 AM-12:00 PM;,,,,,,,-122.288172,40.435319,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,5/15/2015 1:27:56 PM,West,41.5,22785.0,4378.0,38258.0,19235.0,,,
7076,Shasta Growers Association Certified Farmers Markets/Burney Market,Burney ,Shasta,California,96013,06/10/2015 to 10/14/2015,Wed: 3:00 PM-6:00 PM;,,,,,,,-121.663545,40.881799,Y,Y,N,Y,Y,-,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,5/15/2015 1:46:11 PM,West,47.7,3626.0,621.0,37629.0,20546.0,,,
7077,Shasta Growers Association Certified Farmers Markets/Marilyn Miller Market,Redding ,Shasta,California,96001,06/09/2015 to 10/13/2015,Tue: 7:30 AM-12:00 PM;,,,,,,,-122.354616,40.581776,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,5/15/2015 1:58:53 PM,West,41.8,33702.0,5285.0,47988.0,26680.0,,,
7078,Shasta Growers Association Certified Farmers Markets/Saturday Redding Market,Redding,Shasta,California,96001,04/04/2015 to 12/19/2015,Sat: 7:30 AM-12:00 PM;,,,,,,,-122.381055,40.572288,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,5/15/2015 1:31:43 PM,West,41.8,33702.0,5285.0,47988.0,26680.0,,,
7079,Shasta Growers Association Certified Farmers Markets/Turtle Bay Market,Redding,Shasta,California,96001,06/07/2015 to 10/11/2015,Sun: 8:00 AM-12:00 PM;,,,,,,,-122.377865,40.591272,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,5/15/2015 1:30:08 PM,West,41.8,33702.0,5285.0,47988.0,26680.0,,,
7080,Shelter Cove CFM,Shelter Cove,Humboldt,California,95589,,,,,,,,,-124.067,40.026,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,West,45.5,1198.0,482.0,50188.0,32922.0,,,
7081,Sierra Madre CFM,,Los Angeles,California,91024,,,,,,,,,-118.053,34.1609,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,West,47.3,10983.0,914.0,88837.0,49626.0,,,
7082,Sierra View Farmers Market,Porterville ,Tulare,California,93257,05/16/2017 to 08/29/2017,Tue: 8:00 AM-11:00 AM;,,,,,,,-119.025728,36.06908,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,8/8/2017 1:25:47 PM,West,29.3,76470.0,21411.0,40851.0,16371.0,,,
7083,Silver Lake CFM,Los Angeles,Los Angeles,California,90026,01/01/2015 to 12/31/2015,Tue: 2:00 PM-7:30 PM;Sat: 8:00 AM-1:30 PM;,,,,,,,-118.277386,34.090540999999995,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,4/17/2015 2:57:45 PM,West,33.8,68726.0,15990.0,44327.0,24415.0,,,
7084,Simi Valley City Hall Certified Farmers' Market,Simi Valley,Ventura,California,93093,01/01/2018 to 12/31/2018,Fri: 11:00 AM-3:30 PM;,01/01/2018 to 12/31/2018,Fri: 11:00 AM-3:30 PM;,,,,,-118.718091,34.285295,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,7/27/2018 3:05:03 PM,West,,,,,,,,
7085,SOL Community Farmers' Market,Placerville,El Dorado,California,95667,07/17/2016 to 10/16/2016,Sun: 8:00 AM-12:00 PM;,,,,,,,-120.803523,38.727845,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,7/11/2016 7:05:27 PM,West,48.9,35924.0,4447.0,57468.0,30870.0,,,
