,MarketName,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,Longitude,Latitude,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Region
6158,Portage Market,Portage,Kalamazoo,Michigan,49002,05/07/2017 to 10/29/2017,Sun: 10:00 AM-2:00 PM;,,,,,,,-85.58664499999999,42.203083,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3/23/2017 2:45:27 PM,East North Central
6159,Porter School Farmers' Market,Alpha,Iron,Michigan,49902,06/21/2014 to 10/04/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-88.377348,46.04679,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/18/2014 5:12:46 PM,East North Central
6160,Portland Farmers Market,Portland,Ionia,Michigan,48875,,,,,,,,,-84.9036,42.8745,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,East North Central
6161,Powers Spalding Farmers Market,Powers,Menominee,Michigan,49874,06/05/2016 to 10/30/2016,Sun: 9:00 AM-4:00 PM;,,,,,,,-87.518173,45.694752,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/23/2016 5:00:15 PM,East North Central
6162,Redford Township Market at the Marquee,Redford,Wayne,Michigan,48239,June to October,sun:10:00 am - 3:00 pm;,,,,,,,-83.297825,42.398251,Y,N,N,N,Y,-,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/11/2012 11:17:54 AM,East North Central
6163,Richland Farmers' Market,Richland,Kalamazoo,Michigan,49083,05/20/2015 to 10/14/2015,Wed: 3:00 AM-6:00 PM;,,,,,,,-85.44426700000001,42.375539,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,3/19/2015 1:56:33 PM,East North Central
6164,Rockford Farm Market,Rockford ,Kent,Michigan,49341,05/06/2017 to 10/28/2017,Sat: 8:00 AM-1:00 PM;,,,,,,,-85.56055,43.118401,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,6/23/2017 10:04:18 AM,East North Central
6165,Rogers City Farmers Market,Rogers City,Presque Isle,Michigan,49779,,,,,,,,,-83.816,45.4229,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun 21 2010 10:35AM,East North Central
6166,Romulus Farmers Market,Romulus,Wayne,Michigan,48174,06/01/2013 to 10/26/2013,Sat: 9:00 AM-2:00 PM;,,,,,,,-83.393887,42.222588,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,7/1/2013 1:12:05 PM,East North Central
6167,Roscommon Village Market,Roscommon,Roscommon,Michigan,48653,05/01/2014 to 10/31/2014,Sat: 10:00 AM-3:00 PM;,,,,,,,-84.592886,44.499952,N,Y,N,Y,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/7/2014 12:08:41 PM,East North Central
6168,Rose city farmers market,Rose city,Ogemaw County,Michigan,48654,,,,,,,,,-84.1162,44.4244,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,East North Central
6169,Royal Oak Farmers Market,Royal Oak,Oakland,Michigan,48067,01/01/2014 to 01/01/2015,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;Sun: 8:00 AM-3:00 PM;,,,,,,,-83.14115100000001,42.489743,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,4/1/2014 1:13:22 PM,East North Central
6170,Royal Town Farmer's Market,Ferndale,Oakland,Michigan,48220,06/01/2014 to 10/25/2014,Sat: 10:00 AM-2:00 PM;,,,,,,,-83.16210500000001,42.44794,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/13/2014 2:30:26 PM,East North Central
6171,Saline Farmers Market,Saline,Washtenaw,Michigan,48176,05/07/2016 to 10/29/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.78209,42.165686,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,6/28/2016 11:26:33 AM,East North Central
6172,Saline Farmers Market,Saline,Washtenaw,Michigan,48176,06/07/2016 to 09/27/2016,Tue: 3:00 AM-7:00 PM;,,,,,,,-83.774869,42.178003000000004,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/28/2016 11:24:59 AM,East North Central
6173,Saline Farmers Market,Saline,Washtenaw,Michigan,48176,10/22/2016 to 04/29/2017,Sat: 9:00 AM-12:00 PM;,,,,,,,-83.78209,42.165686,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,6/28/2016 11:21:47 AM,East North Central
6174,Sanford Farmers Market,Sanford,midland,Michigan,48657,,,,,,,,,-84.3706,43.6796,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,East North Central
6175,Sara Hardy Downtown Farmers Market,Traverse City,Grand Traverse,Michigan,49684,05/03/2014 to 10/29/2014,Wed: 8:00 AM-12:00 PM;Sat: 7:30 AM-12:00 PM;,,,,,,,-85.621764,44.765173,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,7/26/2018 4:15:30 PM,East North Central
6176,Saugatuck Center for the Arts Farmers and Artisans Market,Saugatuck ,Allegan,Michigan,49453,05/27/2016 to 09/30/2016,Fri: 9:00 AM-3:00 PM;,,,,,,,-86.2014418,42.654832299999995,Y,N,N,Y,Y,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,7/6/2016 8:31:25 AM,East North Central
6177,Sawyer Farmers Market,Sawyer,,Michigan,49125,,,,,,,,,-87.3681,46.3329,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,East North Central
6178,Schoolcraft Farmers Market,Schoolcraft,Kalamazoo,Michigan,49087,09/01/2012 to 10/31/2012,Wed: 3:00 PM-6:00 PM;,,,,,,,-85.6371431,42.116786299999994,Y,N,N,N,N,-,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,3/31/2014 4:25:29 PM,East North Central
6179,Scottville Farmers Market at Miller's Marketplace,Scottville,Mason,Michigan,49454,06/06/2015 to 10/03/2015,Sat: 9:00 AM-12:00 PM;,,,,,,,-86.2794785,43.9560271,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,6/25/2015 11:20:29 AM,East North Central
6180,Shelby Twp Farmers Market,Shelby Twp,Macomb,Michigan,48317,05/14/2016 to 10/22/2016,Sat: 9:00 AM-2:00 PM;,05/09/2015 to 10/31/2015,Sat: 9:00 AM-2:00 PM;,,,,,-83.035823,42.661812,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,6/27/2016 1:54:14 PM,East North Central
6181,Shelton's Farm Market & Garden Center,Niles,Berrien,Michigan,49120,01/01/2013 to 12/31/2013,Mon: 8:30 AM-7:00 PM;Tue: 8:30 AM-7:00 PM;Wed: 8:30 AM-7:00 PM;Thu: 8:30 AM-7:00 PM;Fri: 8:30 AM-8:00 PM;Sat: 8:30 AM-7:00 PM;Sun: 9:00 AM-6:00 PM;,,,,,,,-86.24844300000001,41.798574,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,2/6/2014 8:36:00 AM,East North Central
6182,Sheridan Farmers Market,Sheridan,Montcalm,Michigan,48884,06/03/2015 to 10/30/2015,Wed: 8:00 AM-1:00 PM;Thu: 3:00 PM-6:00 PM;,,,,,,,-85.073542,43.212604999999996,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2/9/2015 3:53:32 PM,East North Central
6183,Solon  Market,Cedar Springs,Kent,Michigan,49319,06/13/2015 to 10/08/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-85.611628,43.240603,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,6/28/2016 6:32:05 AM,East North Central
6184,South East Area Farmers' Market,Grand Rapids,Kent,Michigan,49507,06/21/2014 to 11/01/2014,Sat: 11:00 AM-3:00 PM;,,,,,,,-85.65917929999999,42.947199299999994,Y,Y,Y,Y,Y,-,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/12/2014 2:21:32 PM,East North Central
6185,South East Area Farmers' Market,Grand Rapids,Kent,Michigan,49506,,Sat: 11:00 AM-4:00 PM;,,,,,,,-85.6394126,42.9464659,Y,Y,Y,Y,Y,-,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,8/2/2018 3:25:38 PM,East North Central
6186,South Haven Farm Market,South Haven,Van Buren,Michigan,49090,,Wed: 8:00 AM-2:00 PM;Sat: 8:00 AM-2:00 PM;,,,,,,,-86.2722896,42.40363920000001,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,4/28/2017 2:51:44 PM,East North Central
6187,South Lansing Farmers Market,Lansing,Ingham,Michigan,48910,06/04/2015 to 10/29/2015,Thu: 3:00 PM-7:00 PM;,,,,,,,-84.563087,42.7148921,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,3/5/2015 3:12:07 PM,East North Central
6188,South Lyon Farmer Market,South Lyon,Oakland,Michigan,48178,05/02/2015 to 10/24/2015,Sat: 9:00 AM-2:00 PM;,,,,,,,-83.651609,42.459776,Y,N,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,2/26/2015 1:26:56 PM,East North Central
6189,Sowing Seeds Growing Futures Farmers Market,Detroit,Wayne,Michigan,48228,06/07/2016 to 10/11/2016,Tue: 3:00 PM-7:00 PM;,,,,,,,-83.22572,42.357987,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,6/27/2016 2:03:54 PM,East North Central
6190,Spectrum Health Medical Center Farmer's Market,Grand Rapids ,Kent,Michigan,49503,06/01/2014 to 09/30/2014,Mon: 11:00 AM-1:00 PM;,,,,,,,-85.666489,42.968813,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/3/2014 1:31:25 PM,East North Central
6191,Spring Lake Farm & Garden Market,Spring Lake,Ottawa,Michigan,49456,06/04/2015 to 10/08/2015,Thu: 9:00 AM-2:00 PM;,,,,,,,-86.194304,43.076031,Y,Y,N,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,12/29/2014 2:49:00 PM,East North Central
6192,Springfield Farmers Market,Springfield,Calhoun,Michigan,49037,05/01/2014 to 10/31/2014,Sat: 8:00 AM-1:00 PM;,11/01/2014 to 11/01/2014,Sat: 10:00 AM-2:00 PM;,,,,,-85.26684,42.32493,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,4/30/2014 5:26:00 AM,East North Central
6193,Springfield Farmers' Market,Davisburg,Oakland,Michigan,48350,06/05/2016 to 10/02/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-83.552387,42.751582,Y,N,N,N,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,2/2/2016 7:15:59 PM,East North Central
6194,Springfield Recreation Area Farmers Market,Fife Lake,Kalkaska,Michigan,49633,,,,,,,,,-85.2538,44.5409,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,East North Central
6195,Sprout's Fresh on Wheels Veggie Van,Battle Creek ,Calhoun,Michigan,49016,01/01/2014 to 12/31/2014,Thu: 8:00 AM-6:00 PM;Fri: 11:00 AM-2:00 PM;,,,,,,,-85.196537,42.334065,Y,Y,Y,Y,Y,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,9/18/2014 1:39:58 PM,East North Central
6196,St. Charles Farmers' Marketplace,St. Charles,Saginaw,Michigan,48655,06/07/2016 to 10/04/2016,Tue: 2:00 PM-7:00 PM;,,,,,,,-84.147648,43.298334999999994,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/6/2016 8:23:18 AM,East North Central
6197,St. Clair Shores Farmers Market,St. Clair Shores,Macomb,Michigan,48081,05/21/2017 to 09/24/2017,Sun: 8:00 AM-3:00 PM;,,,,,,,-82.890901,42.493043,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,8/6/2017 8:28:59 PM,East North Central
6198,St. Johns Farmers Market,St. Johns,Clinton,Michigan,48879,,,,,,,,,-84.5591,43.0014,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun 16 2010  1:52PM,East North Central
6199,St. Joseph Farmers Market,St. Joseph,Berrien,Michigan,49085,,,,,,,,,-86.4835,42.1092,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,East North Central
6200,St. Louis Farmers Market,St. Louis ,Gratiot,Michigan,48880,06/07/2018 to 10/25/2018,Thu: 2:00 PM-6:00 PM;,,,,,,,-84.608441,43.410695000000004,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,7/27/2018 9:41:13 AM,East North Central
6201,Stephenson Farmers' Market,Stephenson,Menominee,Michigan,49887,,,,,,,,,-87.6195,45.4208,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,East North Central
6202,Superior Farm Market,Ontonagon,Ontonagon,Michigan,49953,07/01/2014 to 09/24/2014,Mon: 6:00 PM-6:00 PM;Tue: 6:00 PM-6:00 PM;Wed: 3:30 PM-5:30 PM;Thu: 6:00 PM-6:00 PM;Fri: 6:00 PM-6:00 PM;,,,,,,,-89.32159,46.87435,N,N,N,Y,N,-,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/8/2014 1:15:40 PM,East North Central
6203,Suttons Bay Farmers Market,Suttons Bay,Leelanau,Michigan,49682,05/12/2018 to 10/27/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-85.647075,44.980185999999996,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,7/31/2018 11:55:54 PM,East North Central
6204,Sweetwater Local Foods Market,Muskegon,Muskegon,Michigan,49444,01/01/2014 to 12/31/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-86.206029,43.1358971,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,4/23/2014 9:05:40 AM,East North Central
6205,Tecumseh Farmers Market,Tecumseh ,Leelanau,Michigan,49286,05/24/2014 to 10/11/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-83.945712,42.003871999999994,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,5/27/2014 7:05:15 AM,East North Central
6206,Tecumseh's Thursday Evening Market,Tecumseh,Lenawee,Michigan,49286,,,,,,,,,-83.9451,42.004,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May  7 2010  8:24PM,East North Central
6207,Terra Square Farmers Market,Hudsonville,Ottawa,Michigan,49426,06/02/2018 to 09/29/2018,Wed: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-85.8654557,42.8677383,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,3/9/2018 6:46:12 PM,East North Central
6208,Texas Township Farmers' Market,Kalamazoo,Kalamazoo,Michigan,49009,05/12/2018 to 10/20/2018,Sat: 8:00 AM-12:00 PM;,06/05/2018 to 08/28/2018,Tue: 4:00 PM-7:00 PM;,,,,,-85.687996,42.201444,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,7/31/2018 9:42:42 AM,East North Central
6209,The ARA Farm Market,Lincoln,Alcona,Michigan,48742,05/01/2018 to 10/27/2018,Sat: 9:00 AM-12:30 PM;,,,,,,,-83.403188,44.680782,Y,N,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,8/6/2018 12:46:05 PM,East North Central
6210,The Bushel Basket Market: The Farmers Market at Chelsea Community Hospital,Chelsea,Washtenaw,Michigan,48118,05/07/2014 to 03/25/2015,Wed: 2:00 PM-6:00 PM;,,,,,,,-84.020792,42.316514700000006,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,Y,N,3/23/2015 4:15:56 PM,East North Central
6211,The City of Gladstone Farmers Market & Street Fair,Gladstone,Delta,Michigan,49837,01/01/2015 to 12/31/2015,Mon: 3:00 PM-6:00 PM;,,,,,,,-87.0208306,45.8475073,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,4/8/2015 10:31:07 AM,East North Central
6212,The Green Market at Allegiance Health,Jackson,Jackson,Michigan,49201,,,,,,,,,-84.38926,42.249959999999994,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/23/2013 5:51:59 PM,East North Central
6213,The Novi All Seasons Market - Saturday South,Novi ,Oakland,Michigan,48375,05/02/2015 to 10/24/2015,Sat: 9:00 AM-2:00 PM;,,,,,,,-83.48733299999999,42.465857,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,4/30/2015 2:09:21 PM,East North Central
6214,The Novi All Seasons Market - Wednesday North,Novi,Oakland,Michigan,48377,06/17/2015 to 10/21/2015,Wed: 4:00 PM-7:00 PM;,,,,,,,-83.45759699999999,42.498883,Y,N,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,4/20/2015 6:35:27 PM,East North Central
6215,The Old Winery Farmers Market ,Farmington,,Michigan,48336,,,,,,,,,-83.3573,42.4561,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,East North Central
6216,The Village Farmers Market,Traverse City,Grand Traverse,Michigan,49684,05/19/2014 to 10/27/2014,Mon: 3:00 PM-6:00 PM;,11/01/2014 to 04/25/2015,Sat: 10:00 AM-2:00 PM;,,,,,-85.6448,44.758,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,5/19/2014 2:23:09 PM,East North Central
6217,Three Oaks Farmers Market,Three Oaks,Berrien,Michigan,49128,05/25/2013 to 10/26/2013,Sat: 9:00 AM-2:00 PM;,,,,,,,-86.614993,41.800475,Y,N,N,N,N,-,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/1/2013 6:41:03 AM,East North Central
6218,Three Rivers Farmers Market,Three Rivers,St. Joseph,Michigan,49093,05/22/2014 to 08/28/2014,Thu: 1:00 PM-6:00 PM;,,,,,,,-85.6358056,41.9427664,Y,N,N,N,Y,-,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/1/2014 4:40:57 PM,East North Central
6219,Traverse Bay Farms Farmers Market,Bellaire,Antrim,Michigan,49615,01/01/2015 to 12/31/2015,Mon: 8:30 AM-2:30 PM;Tue: 8:30 AM-2:30 PM;Wed: 8:30 AM-2:30 PM;Thu: 8:30 AM-2:30 PM;Fri: 8:30 AM-2:30 PM;,,,,,,,-85.192335,44.931633000000005,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,1/9/2015 11:04:45 AM,East North Central
6220,Urban Roots Daily Market,Grand Rapids ,Kent,Michigan,49507,01/01/2017 to 12/31/2017,Tue: 9:00 AM-3:00 PM;Wed: 9:00 AM-3:00 PM;Thu: 9:00 AM-3:00 PM;Fri: 9:00 AM-3:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-85.658736,42.938747,Y,Y,N,Y,Y,-,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,1/30/2017 11:11:00 AM,East North Central
6221,Vantage Point Farmers Market,Port Huron,St. Clair,Michigan,48060,05/09/2015 to 10/31/2015,Tue: 8:00 AM-2:00 PM;Sat: 8:00 AM-2:00 PM;,,,,,,,-82.419763,42.971745,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,7/10/2015 1:51:57 PM,East North Central
6222,Vassar Farmers Market,Vassar,Tuscola,Michigan,48768,,,,,,,,,-83.5804,43.3726,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 13 2010  3:30PM,East North Central
6223,Vernon Farmers Market,Vernon,Shiawassee,Michigan,48476,,,,,,,,,-84.0308,42.9412,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun 17 2010 10:09AM,East North Central
6224,Vicksburg Farmers' Market,Vicksburg,Kalamazoo,Michigan,49097,05/18/2018 to ,Fri: 2:00 PM-6:00 PM;,,,,,,,-85.528345,42.126553,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,7/26/2018 7:12:08 PM,East North Central
6225,Village of Constantine Farmers' Market,Constantine,St. Joseph,Michigan,49042,06/06/2017 to 08/30/2017,Wed: 2:00 PM-5:30 PM;,,,,,,,-85.670007,41.843957,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/27/2018 8:50:29 AM,East North Central
6226,Village of LeRoy Farmers Market,LeRoy,Osceola,Michigan,49655,,,,,,,,,-85.4976,44.0764,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,East North Central
6227,Village of Otter Lake,Otter Lake,Lapeer,Michigan,48464,,,,,,,,,-83.4582,43.2138,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,East North Central
6228,Wacousta Community Farmers Market ,Eagle,,Michigan,48822,,,,,,,,,-84.704,42.8284,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,East North Central
